confrontation_win_rate,date,dribble,goals_away,goals_home,goals_total,home_or_away,intercept,mark,own_goal,pass_center,pass_completed_rate,pass_long,pass_short,pass_through,pass_total,penalty,points,possession,round,score,shoot_counterattack,shoot_on_target,shoot_placekick,shoot_positional,shoot_total
50,2018-11-06 04:00,13,,,0,客,17,6.4,0,7,71,88,414,0,509,0,,55%,第11轮,1 : 0,0,1,5,3,8
50,2018-09-01 22:00,11,,,2,客,14,6.65,0,10,85,59,499,1,569,0,,58%,第4轮,2 : 2,0,5,1,9,10
33,2018-08-18 22:00,11,,,1,客,13,6.5,0,7,82,65,376,2,450,0,,40%,第2轮,3 : 1,0,3,0,10,10
44,2018-09-15 22:00,8,,,0,客,13,6.22,0,11,80,68,337,0,416,0,,35%,第5轮,3 : 0,0,3,1,8,9
56,2018-09-29 22:00,6,,,0,客,21,6.3,0,8,81,44,347,0,399,0,,49%,第7轮,3 : 0,0,0,0,6,6
50,2018-12-02 20:00,11,,,0,客,23,6.32,0,18,73,74,291,0,383,0,,34%,第14轮,2 : 0,0,4,1,8,9
30,2019-03-09 23:00,9,,,1,客,26,6.37,0,14,81,61,407,0,482,0,,47%,第30轮,3 : 1,0,3,0,6,6
33,2018-12-08 23:00,12,,,1,客,18,6.17,0,14,76,60,320,0,394,1,,37%,第16轮,4 : 1,0,4,1,8,10
51,2018-12-22 23:00,9,,,0,客,9,6.69,0,7,78,66,402,0,475,0,,47%,第18轮,0 : 0,0,2,1,3,4
53,2019-02-28 03:45,5,,,0,客,15,6.27,0,11,80,80,490,1,582,0,,59%,第28轮,2 : 0,0,4,1,13,14
48,2018-10-20 22:00,4,,,2,客,16,6.4,0,9,77,73,411,0,493,0,,60%,第9轮,4 : 2,0,4,4,5,9
48,2018-11-11 20:00,7,,,0,客,15,6.34,0,12,71,55,216,0,283,0,,27%,第12轮,2 : 0,1,3,0,7,8
51,2019-04-20 22:00,9,,,1,客,14,7.02,0,17,83,59,401,2,479,1,,51%,第35轮,0 : 1,0,5,7,9,17
49,2019-01-01 23:00,5,,,1,客,18,6.36,0,15,74,55,318,1,389,0,,40%,第21轮,4 : 1,0,4,3,6,9
60,2019-04-03 02:45,14,,,1,客,18,6.62,0,22,87,60,473,3,558,0,,53%,第33轮,4 : 1,1,7,3,13,17
48,2019-02-23 03:45,12,,,1,客,18,6.58,0,9,83,60,414,1,484,0,,45%,第27轮,3 : 1,0,5,0,8,8
59,2019-05-04 22:00,16,,,0,客,13,6.62,0,9,86,67,534,1,611,0,,61%,第37轮,1 : 0,0,2,1,5,6
50,2019-02-02 23:00,12,,,0,客,15,6.4,0,21,86,59,553,0,633,0,,63%,第25轮,2 : 0,0,0,1,7,8
51,2019-01-12 23:00,7,,,1,客,10,6.55,0,33,80,69,498,1,601,0,,58%,第22轮,2 : 1,0,4,3,9,12
