aerialWon,age,apps,appsSub,assists,bigChanceCreated,bigChanceFaced,bigChanceSucc,blocks,clears,country,countryZh,crossSucc,crosses,disp,dribbledPast,dribbles,errorsSum,finalThirdPass,finalThirdPassSucc,fouled,fouls,goalProp,goals,interceptions,keyPasses,longBall,longBallSucc,mans,mins,offsideWon,offsides,passSucc,passes,playerCountry,playerId,playerMainPosition,playerName,rate,redCards,shots,shotsOT,shotsOTProp,tackles,teamId,teamName,thBall,thBallSucc,unsTouches,yelCards
1.2,28,5,0,0,0,2,1.0,0.0,1.6,Mexico,墨西哥,0.0,0.0,2.4,0.8,2.2,0,9.8,0.632653,0.8,0.6,0.166667,2,0.8,0.6,1.0,0.0,0,431,0.0,1.0,73.7237,27.4,Mexico,2078,中锋,劳尔·希门尼斯,6.996,0,2.4,1.0,0.416667,0.2,269,狼队,0.0,0.0,3.8,1
2.0,31,5,0,2,1,0,0.0,0.0,3.4,Netherlands,荷兰,0.0,0.6,0.2,1.6,0.2,0,11.2,0.482143,1.4,0.6,0.0,0,1.4,0.8,2.2,0.0,0,450,0.2,0.0,63.1282,35.8,Netherlands,161,左后卫,埃里克·彼得斯,6.994,0,0.6,0.0,0.0,4.2,20,伯恩利,0.0,0.0,0.8,0
5.0,26,5,0,0,0,0,0.0,0.8,4.4,England,英格兰,0.0,0.0,0.6,0.6,0.6,1,7.0,0.314286,1.2,1.2,0.0,0,1.2,0.2,1.6,0.0,0,450,0.6,0.0,61.5371,31.2,England,6470,中后卫,塔科夫斯基,6.978,0,1.0,0.2,0.2,2.4,20,伯恩利,0.0,0.0,0.4,1
2.5,25,4,0,0,0,0,0.0,0.0,2.0,France,法国,0.0,0.0,0.0,0.25,0.25,0,11.0,0.795455,0.75,1.0,0.0,0,1.75,0.5,4.25,0.0,0,307,0.5,0.0,93.1664,80.5,France,610,中后卫,拉波尔特,6.975,0,0.25,0.25,1.0,0.75,11,曼城,0.0,0.0,0.0,1
0.4,22,5,0,1,2,1,1.0,0.0,0.6,Belgium,比利时,0.0,0.4,1.2,1.4,1.6,0,20.8,0.721154,1.8,0.6,0.1,1,1.2,1.4,2.6,0.0,0,449,0.0,0.2,81.6401,51.2,Belgium,17306,中场,蒂莱曼斯,6.972,0,2.0,0.4,0.2,0.4,10,莱斯特城,0.0,0.0,1.8,0
3.6,25,5,0,0,0,0,0.0,1.4,4.4,Belgium,比利时,0.0,0.0,0.2,0.2,0.2,0,7.2,0.555556,0.2,0.2,0.0,0,1.8,0.0,2.8,0.0,0,450,0.6,0.2,87.7824,44.2,Belgium,16299,中后卫,恩格斯,6.972,0,0.2,0.0,0.0,0.8,7,阿斯顿维拉,0.0,0.0,0.2,0
2.8,25,5,0,0,0,0,0.0,1.2,5.6,England,英格兰,0.0,0.0,0.2,0.2,0.4,0,2.2,0.818182,0.4,0.6,0.0,0,2.2,0.2,2.2,0.0,0,442,0.2,0.0,80.282,28.4,England,6328,中后卫,拉塞尔斯,6.968,0,0.2,0.0,0.0,1.0,4,纽卡斯尔,0.0,0.0,0.0,0
1.0,27,5,0,0,0,0,0.0,0.0,0.8,England,英格兰,0.0,0.0,0.0,0.0,0.0,0,13.2,0.272727,0.2,0.0,0.0,0,0.0,0.4,8.4,0.0,0,450,0.0,0.0,38.7111,31.0,England,10198,门将,尼克·波普,6.964,0,0.0,0.0,0.0,0.2,20,伯恩利,0.0,0.0,0.0,0
4.2,24,5,0,0,0,0,0.0,0.4,4.8,Colombia,哥伦比亚,0.0,0.0,0.0,0.2,0.0,1,6.4,0.46875,0.4,0.4,0.0,0,2.2,0.0,6.2,0.0,1,450,1.8,0.0,84.0574,55.2,Colombia,8133,中后卫,耶里·米纳,6.954,0,1.0,0.4,0.4,1.2,14,埃弗顿,0.0,0.0,0.2,0
2.8,30,5,0,1,1,0,0.0,0.2,2.4,Spain,西班牙,0.0,1.4,0.4,0.4,0.4,0,13.6,0.602941,0.4,1.0,0.0,0,1.0,1.4,0.8,0.0,0,450,0.4,0.0,76.2556,59.8,Spain,19,右后卫,阿斯皮利奎塔,6.95,0,0.4,0.0,0.0,2.8,1,切尔西,0.0,0.0,1.4,0
0.666667,34,2,1,0,0,0,0.0,0.0,2.66667,England,英格兰,0.0,3.0,1.66667,1.66667,0.666667,0,17.3333,0.769231,1.33333,1.33333,0.0,0,0.666667,2.66667,3.0,0.0,0,236,0.0,0.0,84.1041,50.3333,England,51,左后卫,阿什利·扬,6.95,0,1.0,0.0,0.0,0.666667,2,曼联,0.0,0.0,0.333333,1
1.0,29,5,0,0,0,0,0.0,0.6,4.0,England,英格兰,0.0,0.4,0.2,0.4,0.2,0,11.0,0.763636,1.4,0.999998,0.0,0,2.6,0.4,2.0,0.0,0,450,0.0,0.0,76.0006,35.0,England,485,右后卫,乔尔·沃德,6.948,0,0.2,0.0,0.0,2.4,19,水晶宫,0.0,0.0,0.4,1
1.0,19,5,0,1,0,0,0.0,0.0,0.4,England,英格兰,0.0,2.0,0.999998,1.0,2.2,0,6.6,0.69697,1.2,0.6,0.0,0,0.6,0.8,1.0,0.0,0,440,0.0,0.0,74.417,17.2,England,46259,左边锋,麦克尼尔,6.948,0,1.6,0.0,0.0,1.8,20,伯恩利,0.0,0.0,2.0,0
3.6,31,5,0,0,0,0,0.0,0.4,6.0,Northern Ireland,北爱尔兰,0.0,0.0,0.2,0.6,0.2,0,4.4,0.272727,0.4,0.0,0.0,0,0.8,0.0,2.0,0.0,0,450,0.2,0.0,84.1587,60.6,Northern Ireland,31,中后卫,乔尼·埃文斯,6.946,0,0.2,0.0,0.0,1.8,10,莱斯特城,0.0,0.0,0.4,0
3.8,28,5,0,0,0,0,0.0,1.4,6.6,England,英格兰,0.0,0.0,0.0,0.2,0.2,0,4.6,0.304348,1.2,0.4,0.0,0,2.2,0.4,2.4,0.0,0,450,1.4,0.0,76.6675,36.0,England,6409,中后卫,史蒂夫·库克,6.942,0,0.2,0.0,0.0,0.8,208,伯恩茅斯,0.0,0.0,0.0,0
0.0,24,5,0,1,1,2,0.0,1.4,0.4,England,英格兰,0.0,0.8,2.2,1.6,1.4,0,17.4,0.781609,3.6,1.0,0.0,0,0.6,2.2,2.6,0.0,0,450,0.0,0.0,85.714,40.6,England,6157,前腰,格雷利什,6.93,0,1.4,0.0,0.0,1.8,7,阿斯顿维拉,0.0,0.0,0.8,2
5.4,26,5,0,0,0,0,0.0,1.0,5.0,England,英格兰,0.0,0.0,0.4,0.0,0.0,0,6.0,0.566667,0.4,0.8,0.0,0,1.4,0.2,4.0,0.0,0,450,1.0,0.0,80.2951,53.8,England,6165,中后卫,迈克尔·基恩,6.924,0,0.2,0.0,0.0,1.2,14,埃弗顿,0.0,0.0,0.2,0
0.666667,25,3,0,0,1,1,1.0,0.0,0.0,England,英格兰,0.0,0.0,2.33333,1.33333,2.0,0,14.3333,0.651163,1.0,1.0,0.142857,1,0.333333,1.33333,1.66667,0.0,1,270,0.0,0.333333,70.7859,29.6667,England,6402,左边锋,雷蒙德,6.916667,0,2.33333,1.0,0.428571,1.0,15,南安普顿,0.0,0.0,2.0,0
1.0,29,5,0,1,1,0,0.0,0.2,1.2,Ireland,爱尔兰,0.0,0.0,0.8,1.2,2.4,0,15.4,0.649351,0.0,1.8,0.0,0,0.4,0.8,1.8,0.0,0,450,0.2,0.0,79.4133,40.8,Ireland,191,左后卫,恩达·史蒂文斯,6.916,0,0.6,0.0,0.0,2.8,507,谢菲尔德联,0.0,0.0,1.6,0
2.0,30,3,1,0,0,1,1.0,0.0,0.25,England,英格兰,0.0,0.75,0.25,1.5,1.0,0,14.5,0.827585,0.5,1.25,0.0769231,1,0.0,2.0,1.25,0.0,0,277,0.0,0.0,87.9195,37.25,England,47,中场,克莱维利,6.91,0,3.25,0.75,0.230769,1.25,207,沃特福德,0.0,0.0,1.0,0
1.4,24,5,0,1,2,0,0.0,0.2,1.6,England,英格兰,0.0,0.2,0.6,1.8,1.2,0,6.0,0.6,1.0,0.6,0.0,0,1.6,0.6,0.4,0.0,0,450,0.0,0.2,77.4655,28.4,England,6268,后腰,伊萨克·海登,6.908,0,1.0,0.2,0.2,3.6,4,纽卡斯尔,0.0,0.0,0.999998,1
3.4,23,5,0,1,0,0,0.0,0.2,4.0,Turkey,土耳其,0.0,0.0,0.2,1.0,0.6,1,3.2,0.4375,0.4,1.0,0.0,0,1.0,0.2,3.0,0.0,0,450,0.4,0.0,84.9992,68.0,Turkey,8981,中后卫,瑟因居,6.906,0,0.2,0.0,0.0,3.0,10,莱斯特城,0.0,0.0,0.4,0
2.2,30,5,0,1,0,0,0.0,1.2,3.2,Belgium,比利时,0.0,0.0,0.2,0.0,0.0,0,15.8,0.683544,0.4,0.4,0.0,0,0.8,0.6,6.2,0.0,0,450,0.4,0.0,87.502,84.8,Belgium,542,中后卫,阿尔德韦雷尔德,6.9,0,0.4,0.0,0.0,1.2,3,热刺,0.0,0.0,0.2,0
0.5,26,2,2,2,3,1,0.0,0.0,0.0,Morocco,摩洛哥,0.0,0.0,2.75,0.5,3.25,0,6.5,0.769231,0.75,1.0,0.0,0,0.0,1.25,0.5,0.0,0,183,0.0,0.0,81.6678,15.0,Morocco,7330,左边锋,布法尔,6.8975,0,1.25,0.25,0.2,0.75,15,南安普顿,0.0,0.0,1.75,0
0.75,27,2,2,0,1,0,0.0,0.25,2.75,Scotland,苏格兰,0.0,0.5,0.5,0.0,0.75,0,4.0,0.687501,1.0,0.25,1.0,1,1.5,0.5,0.5,0.0,0,201,0.0,0.0,88.8916,22.5,Scotland,22335,中场,麦克莱恩,6.8975,0,0.25,0.25,1.0,1.0,209,诺维奇,0.0,0.0,0.0,1
2.0,32,5,0,1,1,4,0.5,0.0,0.6,England,英格兰,0.0,0.2,0.2,0.0,0.0,0,4.8,0.541667,0.2,0.8,0.5,3,0.0,0.4,0.2,0.0,1,450,0.0,1.4,66.667,12.0,England,254,中锋,瓦尔迪,6.896,0,1.2,0.8,0.666667,0.2,10,莱斯特城,0.0,0.0,1.4,0
0.0,25,4,1,1,2,1,0.0,0.0,0.0,Spain,西班牙,0.0,0.6,2.4,1.2,2.6,0,17.8,0.730337,0.0,1.0,0.0,0,0.4,2.4,0.8,0.0,1,296,0.0,0.4,79.5794,28.4,Spain,798,右边锋,德乌洛费乌,6.894,0,3.0,1.0,0.333333,0.8,207,沃特福德,0.2,0.0,1.0,0
1.5,31,4,0,0,0,0,0.0,1.0,5.25,Italy,意大利,0.0,0.0,0.25,0.25,0.25,0,3.75,0.333333,0.75,1.0,0.0,0,0.75,0.0,1.75,0.0,0,360,0.5,0.0,75.9273,27.0,Italy,2121,中后卫,奥邦纳,6.885,0,0.25,0.25,1.0,1.5,16,西汉姆联,0.0,0.0,0.25,1
1.4,30,5,0,0,0,0,0.0,0.4,2.8,England,英格兰,0.0,0.799998,0.2,0.8,0.6,0,13.2,0.469697,0.8,1.2,0.0,0,1.8,1.0,3.0,0.0,0,450,0.2,0.0,62.329,29.2,England,178,右后卫,马修·洛顿,6.882,0,0.2,0.0,0.0,2.8,20,伯恩利,0.0,0.0,0.8,0
1.5,26,1,1,0,0,0,0.0,1.0,6.0,England,英格兰,0.0,0.0,0.0,0.5,0.0,0,1.5,0.666667,1.0,0.5,0.0,0,2.5,0.0,0.0,0.0,0,90,0.0,0.0,72.4169,14.5,England,6318,右后卫,拜拉姆,6.88,0,0.5,0.0,0.0,2.0,209,诺维奇,0.0,0.0,0.5,1
1.0,28,2,0,0,0,1,0.0,0.5,3.0,Portugal,葡萄牙,0.0,0.5,0.5,2.5,0.0,0,9.5,0.631579,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0,180,0.0,0.0,74.6267,33.5,Portugal,3285,右后卫,塞德里克,6.88,0,0.5,0.0,0.0,3.0,15,南安普顿,0.0,0.0,1.5,0
0.2,21,4,1,0,1,1,0.0,0.2,0.2,Wales,威尔士,0.0,0.4,1.2,0.6,0.4,0,12.6,0.761905,2.4,1.0,0.230769,3,0.4,0.4,0.6,0.0,1,376,0.0,0.2,78.1809,22.0,Wales,20677,左边锋,丹尼尔·詹姆斯,6.878,0,2.6,1.2,0.461538,0.6,2,曼联,0.0,0.0,1.2,3
3.2,25,5,0,0,0,0,0.0,0.2,3.8,Sweden,瑞典,0.0,0.0,0.2,0.0,0.2,0,6.2,0.612903,0.0,0.0,0.0,0,0.8,0.2,2.8,0.0,0,450,0.0,0.0,86.4374,63.4,Sweden,7506,中后卫,林德洛夫,6.874,0,0.0,0.0,0.0,1.4,2,曼联,0.0,0.0,0.2,1
1.0,27,2,1,2,0,0,0.0,0.0,0.0,Ghana,加纳,0.0,1.66667,1.0,1.33333,2.66667,1,10.6667,0.71875,0.666667,1.0,0.0,0,0.333333,3.0,1.0,0.0,0,245,0.0,1.0,79.4888,26.0,Ghana,13,左边锋,阿特苏,6.873333,0,0.333333,0.333333,1.0,1.33333,4,纽卡斯尔,0.0,0.0,1.33333,0
0.75,31,4,0,0,0,1,0.0,0.5,0.5,Scotland,苏格兰,0.0,0.0,1.0,0.999997,0.5,0,10.0,0.6,1.0,2.0,0.0,0,2.75,0.75,0.5,0.0,0,352,0.0,0.0,72.1743,28.75,Scotland,6162,中场,麦克阿瑟,6.87,0,0.5,0.0,0.0,3.0,19,水晶宫,0.0,0.0,1.5,0
0.8,28,5,0,0,0,1,0.0,0.0,0.999998,Netherlands,荷兰,0.0,0.0,1.2,0.0,0.6,0,18.2,0.934066,1.0,0.6,0.0,0,0.799998,0.2,1.4,0.0,0,423,0.0,0.0,92.6636,51.8,Netherlands,4003,中场,维纳尔杜姆,6.86,0,1.0,0.4,0.4,1.2,13,利物浦,0.0,0.0,1.4,0
2.5,28,1,1,1,0,0,0.0,0.0,1.5,Spain,西班牙,0.0,0.5,0.5,2.5,0.0,0,7.0,0.785714,1.0,1.0,0.0,0,0.0,0.5,0.5,0.0,0,89,0.0,0.0,83.996,25.0,Spain,2461,左后卫,马科斯·阿隆索,6.855,0,0.5,0.0,0.0,2.0,1,切尔西,0.0,0.0,2.0,0
1.8,24,5,0,0,0,0,0.0,1.2,4.6,Netherlands,荷兰,0.0,0.0,0.0,0.4,0.4,0,5.8,0.655172,1.0,0.4,0.0,0,2.6,0.4,0.6,0.0,0,450,0.4,0.0,87.3758,39.6,Netherlands,1531,中后卫,纳坦·阿克,6.854,0,1.2,0.2,0.166667,1.6,208,伯恩茅斯,0.0,0.0,0.6,1
0.4,27,5,0,1,2,0,0.0,0.2,0.6,Italy,意大利,0.0,0.0,0.4,2.2,0.6,0,19.4,0.72165,1.2,1.4,0.0,0,2.0,1.0,3.4,0.0,0,414,0.0,0.0,84.6619,65.2,Italy,2409,后腰,若日尼奥,6.854,0,0.6,0.0,0.0,2.6,1,切尔西,0.4,0.0,0.4,3
0.799998,28,5,0,1,1,2,0.0,0.0,0.799998,Netherlands,荷兰,0.0,0.2,0.4,1.8,1.8,0,14.4,0.708333,0.6,1.2,0.0,0,0.6,0.6,3.0,0.0,0,450,0.0,0.0,83.3314,49.2,Netherlands,3834,中场,普罗佩尔,6.854,0,1.6,0.4,0.25,3.0,263,布莱顿,0.0,0.0,1.6,0
0.0,24,3,0,0,1,3,0.0,0.0,0.0,Belgium,比利时,0.0,0.666667,1.0,0.333333,2.33333,0,13.3333,0.625,0.0,1.0,0.125,1,0.0,2.33333,1.33333,0.0,0,249,0.0,0.0,70.4215,23.6667,Belgium,16765,左边锋,特罗萨德,6.85,0,2.66667,1.0,0.375,1.33333,263,布莱顿,0.0,0.0,2.0,0
0.4,23,5,0,0,0,0,0.0,0.0,0.4,England,英格兰,0.0,0.0,0.0,0.2,0.0,0,4.8,0.166667,0.4,0.0,0.0,0,0.0,0.0,5.4,0.0,0,450,0.0,0.0,38.3987,25.0,England,16037,门将,安格斯·冈恩,6.848,0,0.0,0.0,0.0,0.0,15,南安普顿,0.0,0.0,0.0,0
0.0,27,3,2,0,1,1,1.0,0.0,0.4,Denmark,丹麦,0.0,0.6,1.0,1.0,0.0,0,18.2,0.725275,0.2,0.6,0.1,1,0.6,2.0,1.2,0.0,0,325,0.0,0.0,82.9143,39.8,Denmark,67,前腰,埃里克森,6.848,0,2.0,1.0,0.5,1.6,3,热刺,0.0,0.0,1.8,2
0.2,34,5,0,0,0,0,0.0,0.0,0.8,Poland,波兰,0.0,0.0,0.0,0.2,0.2,0,4.8,0.416667,0.0,0.0,0.0,0,0.0,0.0,10.8,0.0,1,450,0.0,0.0,51.0937,27.4,Poland,119,门将,法比安斯基,6.838,0,0.0,0.0,0.0,0.2,16,西汉姆联,0.0,0.0,0.0,0
0.5,32,2,0,0,0,0,0.0,0.0,0.0,Spain,西班牙,0.0,0.5,2.0,2.0,2.0,0,14.5,0.827586,2.0,1.0,0.0,0,2.0,3.5,1.0,0.0,0,180,0.0,0.0,83.5405,39.5,Spain,786,右边锋,佩德罗,6.835,0,2.5,0.5,0.2,2.0,1,切尔西,0.0,0.0,3.0,0
1.0,27,5,0,0,0,4,0.75,0.0,0.2,England,英格兰,0.0,0.0,1.6,0.4,0.2,0,7.8,0.615385,1.4,2.2,0.5,3,0.4,1.8,0.0,0.0,0,429,0.0,1.4,66.6659,12.6,England,6432,中锋,卡勒姆·威尔逊,6.83,0,1.2,1.0,0.833333,0.4,208,伯恩茅斯,0.0,0.0,2.4,1
0.6,23,5,0,0,0,0,0.0,0.8,0.6,England,英格兰,0.0,0.0,0.6,0.8,0.8,0,23.8,0.87395,1.0,1.0,0.0,0,0.8,1.0,2.8,0.0,0,367,0.0,0.0,93.8543,71.6,England,10753,中场,温克斯,6.828,0,1.0,0.2,0.2,2.2,3,热刺,0.0,0.0,0.2,3
0.999997,25,3,1,0,1,0,0.0,0.0,0.0,England,英格兰,0.0,0.0,2.0,0.25,2.0,0,10.75,0.860465,0.5,0.5,0.0,0,0.5,2.0,1.5,0.0,0,228,0.0,0.0,84.9215,31.5,England,359,中场,罗斯·巴克利,6.8275,0,2.75,0.999997,0.363635,0.75,1,切尔西,0.25,0.0,2.5,0
1.2,31,5,0,0,0,0,0.0,0.0,2.2,Netherlands,荷兰,0.0,0.0,0.0,0.0,0.0,0,5.0,0.2,0.2,0.0,0.0,0,0.0,0.0,5.0,0.0,0,450,0.0,0.0,58.4276,35.6,Netherlands,88,门将,克鲁尔,6.82,0,0.0,0.0,0.0,0.0,209,诺维奇,0.0,0.0,0.0,0
0.4,21,5,0,0,0,0,0.0,0.8,3.2,Northern Ireland,北爱尔兰,0.0,0.6,1.2,0.8,2.4,0,9.2,0.76087,1.4,0.4,0.0,0,1.2,0.6,0.4,0.0,0,450,0.0,0.0,80.3137,38.6,Northern Ireland,25333,左后卫,贾马尔·刘易斯,6.818,0,0.0,0.0,0.0,1.0,209,诺维奇,0.2,0.0,0.799998,0
0.0,29,3,1,0,1,0,0.0,0.0,1.0,England,英格兰,0.0,0.25,0.0,1.0,0.5,0,15.5,0.758066,0.75,1.5,0.0,0,0.75,0.5,4.0,0.0,0,252,0.0,0.0,79.8554,34.75,England,331,中场,亨德森,6.815,0,0.75,0.25,0.333333,1.75,13,利物浦,0.0,0.0,0.0,0
0.0,27,5,0,0,0,0,0.0,0.0,1.4,Germany,德国,0.0,0.0,0.0,0.0,0.0,1,1.8,0.111111,0.0,0.0,0.0,0,0.0,0.0,1.4,0.0,0,450,0.0,0.0,77.2735,22.0,Germany,1599,门将,莱诺,6.802,0,0.0,0.0,0.0,0.0,12,阿森纳,0.0,0.0,0.0,1
2.0,24,3,0,0,0,0,0.0,0.333333,0.666667,England,英格兰,0.0,0.666667,0.0,0.666667,0.666667,0,14.6667,0.818182,0.333333,0.333333,0.0,0,0.666667,1.33333,0.666667,0.0,0,214,0.0,0.0,86.8044,48.0,England,32,左后卫,卢克·肖,6.8,0,0.333333,0.0,0.0,1.0,2,曼联,0.0,0.0,0.333333,0
0.2,26,4,1,0,0,0,0.0,0.0,0.0,Cote d'Ivoire,科特迪瓦,0.0,0.0,3.0,0.8,3.4,0,10.8,0.740741,3.6,1.8,0.0,0,0.6,0.4,0.2,0.0,0,385,0.0,0.4,80.77,20.8,Cote d'Ivoire,53,右边锋,扎哈,6.796,0,1.6,0.6,0.375,1.4,19,水晶宫,0.0,0.0,1.8,1
1.8,27,5,0,1,1,0,0.0,0.6,2.4,England,英格兰,0.0,0.0,0.2,0.4,0.2,0,9.8,0.489796,1.0,0.6,0.0,0,2.2,0.2,4.0,0.0,0,450,1.0,0.0,83.1181,61.6,England,11000,中后卫,刘易斯·邓克,6.792,0,0.2,0.0,0.0,2.0,263,布莱顿,0.2,0.0,0.8,2
3.8,29,5,0,0,0,0,0.0,1.4,5.4,England,英格兰,0.0,0.0,0.0,0.4,0.0,1,5.2,0.269231,1.0,0.2,0.0,0,1.6,0.4,2.2,0.0,0,450,1.0,0.0,61.3121,33.6,England,497,中后卫,本·米,6.792,0,0.6,0.2,0.333333,0.799998,20,伯恩利,0.0,0.0,0.2,0
2.66667,22,3,0,1,0,0,0.0,0.0,1.33333,England,英格兰,0.0,0.0,0.333333,0.333333,0.333333,0,20.0,0.666667,1.66667,0.666667,0.0,0,0.666667,1.0,2.0,0.0,0,270,0.0,0.0,78.572,70.0,England,10353,左后卫,本·奇尔维尔,6.786667,0,0.666667,0.333333,0.5,1.0,10,莱斯特城,0.333333,0.0,1.33333,1
0.25,29,3,1,0,0,0,0.0,0.0,0.25,Ukraine,乌克兰,0.0,0.0,0.5,1.25,0.75,0,9.75,0.74359,0.5,1.25,0.166667,1,0.5,1.25,0.0,0.0,0,201,0.0,0.75,82.5017,20.0,Ukraine,12061,右边锋,亚尔莫连科,6.78,0,1.5,0.5,0.333334,0.75,16,西汉姆联,0.0,0.0,0.999997,0
0.0,21,5,0,2,1,3,0.666667,0.0,1.4,England,英格兰,0.0,0.0,2.2,1.6,0.6,0,13.4,0.776119,1.8,0.8,0.4,2,0.4,1.8,0.8,0.0,0,438,0.0,0.4,81.1418,35.0,England,26634,左中场,坎特维尔,6.776,0,1.0,0.6,0.6,1.2,209,诺维奇,0.0,0.0,2.2,1
0.799998,29,5,0,1,0,0,0.0,0.0,1.2,England,英格兰,0.0,0.2,0.8,0.0,0.999998,0,20.2,0.80198,0.4,1.2,0.0,0,0.2,0.799998,4.2,0.0,0,450,0.0,0.2,87.142,70.0,England,78,右后卫,凯尔·沃克,6.776,0,0.4,0.0,0.0,1.0,11,曼城,0.0,0.0,0.8,2
1.75,26,4,0,0,0,0,0.0,1.25,1.75,Switzerland,瑞士,0.0,0.0,0.25,0.75,0.5,0,18.5,0.783784,2.0,2.75,0.0,0,0.75,1.25,4.25,0.0,0,360,0.0,0.0,86.7844,70.0,Switzerland,1634,后腰,扎卡,6.765,0,1.0,0.25,0.25,2.25,12,阿森纳,0.0,0.0,1.25,2
0.999997,27,2,2,1,1,2,0.0,0.0,0.0,Brazil,巴西,0.0,0.0,0.75,0.5,1.25,0,11.25,0.844447,0.25,0.5,0.111111,1,0.25,0.75,0.0,0.0,0,219,0.0,0.0,83.3355,19.5,Brazil,2708,右边锋,卢卡斯,6.765,0,2.25,0.5,0.222222,0.25,3,热刺,0.0,0.0,1.75,0
2.25,29,4,0,0,0,0,0.0,0.999997,5.75,England,英格兰,0.0,0.0,0.0,0.5,0.25,0,3.75,0.266666,0.0,0.75,0.0,0,0.75,0.0,1.0,0.0,0,349,0.0,0.0,79.4614,28.0,England,329,中后卫,马丁·凯利,6.7575,0,0.0,0.0,0.0,0.5,19,水晶宫,0.0,0.0,0.25,0
0.0,25,4,1,1,0,0,0.0,0.0,0.4,Croatia,克罗地亚,0.0,0.0,0.999998,1.8,3.0,1,16.2,0.814815,1.6,0.2,0.0,0,0.2,0.799998,2.0,0.0,0,352,0.0,0.0,89.4504,51.2,Croatia,2452,中场,科瓦契奇,6.756,0,0.4,0.0,0.0,1.6,1,切尔西,0.0,0.0,1.8,0
0.0,24,5,0,1,0,2,0.5,0.4,0.6,England,英格兰,0.0,0.2,1.4,1.0,1.4,0,13.2,0.651515,2.2,1.4,0.166667,1,1.6,1.0,0.0,0.0,1,365,0.0,0.0,74.9987,26.4,England,10952,中场,威尔·休斯,6.754,0,1.2,0.2,0.166667,2.0,207,沃特福德,0.0,0.0,2.0,0
1.5,23,2,2,0,0,0,0.0,0.25,0.5,Spain,西班牙,0.0,0.5,1.0,0.5,3.0,0,7.5,0.599999,2.25,0.75,0.0,0,1.25,0.5,0.5,0.0,0,205,0.0,0.0,75.0015,17.0,Spain,6352,右边锋,阿达马·特劳雷,6.745,0,0.5,0.0,0.0,0.5,269,狼队,0.0,0.0,1.0,0
1.0,23,1,1,0,0,0,0.0,0.0,2.5,Cote d'Ivoire,科特迪瓦,0.0,0.0,2.0,0.5,1.0,0,10.5,0.619048,1.0,1.0,0.0,0,0.5,0.0,1.0,0.0,0,134,0.0,0.0,71.0151,34.5,Cote d'Ivoire,3230,后腰,格巴明,6.745,0,0.0,0.0,0.0,2.0,14,埃弗顿,0.0,0.0,1.0,0
1.75,24,3,1,0,0,0,0.0,0.0,0.25,Netherlands,荷兰,0.0,0.75,1.5,1.0,0.75,0,8.25,0.757576,0.75,0.75,0.125,1,0.5,0.75,0.0,0.0,0,268,0.0,1.5,69.5645,17.25,Netherlands,3791,右边锋,埃尔加齐,6.745,0,2.0,1.0,0.500001,0.5,7,阿斯顿维拉,0.0,0.0,1.0,0
2.5,25,2,0,0,0,0,0.0,0.0,3.0,England,英格兰,0.0,0.0,0.0,0.0,0.0,1,15.5,0.83871,0.5,0.0,0.0,0,0.0,0.5,3.5,0.0,0,180,1.5,0.0,92.9045,70.5,England,364,中后卫,斯通斯,6.74,0,0.0,0.0,0.0,2.0,11,曼城,0.0,0.0,0.0,0
0.5,31,4,0,0,0,0,0.0,0.25,0.5,France,法国,0.0,0.0,1.5,1.75,1.25,0,13.75,0.763636,2.0,2.25,0.0,0,3.25,0.25,4.5,0.0,0,353,0.0,0.0,88.5114,58.75,France,80,后腰,卡普埃,6.7375,0,0.999997,0.25,0.25,2.25,207,沃特福德,0.0,0.0,0.25,2
0.666667,22,3,0,0,0,0,0.0,0.666667,1.66667,England,英格兰,0.0,0.333333,1.33333,1.33333,1.66667,1,20.3333,0.803279,1.66667,0.333333,0.0,0,0.666667,0.666667,1.33333,0.0,0,242,1.33333,0.333333,86.9553,61.3333,England,20661,右后卫,沃克-彼德斯,6.736667,0,0.333333,0.0,0.0,2.66667,3,热刺,0.0,0.0,1.0,0
0.6,25,5,0,0,3,2,0.5,0.0,1.2,England,英格兰,0.0,0.2,0.4,2.4,0.6,0,17.0,0.8,0.2,0.8,0.2,1,1.8,0.8,5.2,0.0,1,420,0.0,0.0,84.1639,44.2,England,16801,中场,伦德斯特拉姆,6.736,0,1.0,0.4,0.4,1.6,507,谢菲尔德联,0.0,0.0,1.2,2
0.0,28,1,1,0,0,0,0.0,0.0,1.0,Ireland,爱尔兰,0.0,0.0,0.0,0.0,1.0,0,6.5,0.846154,0.5,0.0,0.0,0,2.0,1.5,0.5,0.0,0,101,0.0,0.0,84.4444,22.5,Ireland,11343,中场,霍里哈内,6.735,0,0.0,0.0,0.0,1.5,7,阿斯顿维拉,0.0,0.0,0.5,0
2.4,23,5,0,0,0,0,0.0,1.0,6.8,Poland,波兰,0.0,0.0,0.2,0.8,0.0,1,5.0,0.36,0.2,0.4,0.0,0,1.6,0.2,2.8,0.0,0,450,0.6,0.0,76.4706,40.8,Poland,24127,中后卫,贝德纳雷克,6.734,0,0.2,0.0,0.0,1.8,15,南安普顿,0.0,0.0,0.4,0
