confrontation_win_rate,date,dribble,goals_away,goals_home,goals_total,home_or_away,intercept,mark,own_goal,pass_center,pass_completed_rate,pass_long,pass_short,pass_through,pass_total,penalty,points,possession,round,score,shoot_counterattack,shoot_on_target,shoot_placekick,shoot_positional,shoot_total
52,2018-08-25 22:00,17,,,1,客,14,6.65,0,15,75,49,294,4,362,0,,39%,第3轮,3 : 1,0,5,2,11,13
50,2019-04-09 03:00,7,,,0,客,24,6.39,0,14,77,73,342,0,429,0,,46%,第33轮,2 : 0,1,2,4,4,9
28,2018-10-28 00:30,10,,,1,客,21,6.79,0,6,69,76,254,0,336,0,,36%,第10轮,1 : 1,0,3,3,8,11
43,2018-10-06 03:00,5,,,0,客,12,6.4,0,18,84,57,462,1,538,0,,65%,第8轮,1 : 0,0,4,7,10,17
56,2019-02-28 04:00,8,,,0,客,14,6.58,0,7,69,58,199,0,264,0,,24%,第28轮,1 : 0,0,1,0,2,2
59,2018-08-12 20:30,7,,,0,客,23,6.16,0,12,82,55,313,2,382,0,,35%,第1轮,4 : 0,0,2,2,3,5
51,2018-12-30 22:15,9,,,0,客,16,6.36,0,17,75,72,384,2,475,0,,57%,第20轮,2 : 0,0,4,5,6,11
53,2018-09-16 23:00,10,,,3,客,19,7.01,0,5,74,73,304,5,387,0,,44%,第5轮,1 : 3,1,4,1,7,9
53,2018-12-28 03:45,22,,,2,客,20,7.06,0,16,77,85,406,1,508,0,,54%,第19轮,1 : 2,1,5,2,13,16
59,2018-12-01 23:00,9,,,3,客,26,7.51,0,12,70,61,295,8,376,0,,41%,第14轮,0 : 3,2,4,1,4,7
48,2018-12-16 01:30,7,,,2,客,22,7.31,0,20,75,78,316,1,415,0,,44%,第17轮,0 : 2,0,3,1,5,6
31,2018-11-10 23:00,11,,,1,客,18,6.67,0,21,77,70,385,2,478,0,,56%,第12轮,1 : 1,1,5,2,9,12
53,2019-01-19 23:00,9,,,0,客,13,6.31,0,22,83,62,530,1,615,0,,62%,第23轮,2 : 0,0,1,0,9,9
40,2019-01-30 03:45,9,,,0,客,15,6.17,0,6,75,76,324,2,408,0,,45%,第24轮,3 : 0,0,0,0,4,4
56,2019-02-09 23:00,4,,,1,客,22,6.76,0,18,74,69,300,3,390,1,,43%,第26轮,1 : 1,1,4,1,3,6
52,2019-04-14 00:30,11,,,1,客,17,6.62,0,27,80,50,471,1,549,0,,58%,第34轮,2 : 1,0,4,9,9,18
24,2019-04-27 19:30,9,,,1,客,21,7,0,19,72,68,284,6,377,0,,37%,第36轮,0 : 1,4,7,2,10,16
48,2019-05-12 22:00,23,,,4,客,15,7.4,0,9,87,47,418,6,480,1,,52%,第38轮,1 : 4,0,9,4,11,16
50,2019-03-09 23:00,8,,,0,客,21,6.37,0,13,81,45,525,1,584,0,,71%,第30轮,2 : 0,0,2,0,9,9
