confrontation_win_rate,date,dribble,goals_away,goals_home,goals_total,home_or_away,intercept,mark,own_goal,pass_center,pass_completed_rate,pass_long,pass_short,pass_through,pass_total,penalty,points,possession,round,score,shoot_counterattack,shoot_on_target,shoot_placekick,shoot_positional,shoot_total
53,2018-12-05 03:45,8,,,1,客,17,6.24,0,17,85,44,551,0,612,1,,68%,第15轮,3 : 1,0,5,3,14,18
48,2018-11-05 00:00,12,,,1,客,21,6.48,0,5,77,66,252,1,324,0,,26%,第11轮,3 : 1,0,2,1,6,7
43,2018-10-21 23:00,6,,,0,客,23,6.42,0,13,73,75,275,1,364,1,,40%,第9轮,2 : 0,0,3,3,3,7
42,2018-11-24 23:00,11,,,0,客,13,6.95,0,9,75,52,307,0,368,0,,40%,第13轮,0 : 0,1,2,1,11,13
67,2018-08-11 22:00,12,,,2,客,22,7.43,0,12,75,54,295,2,363,0,,34%,第1轮,0 : 2,0,10,2,10,12
50,2018-08-26 20:30,3,,,1,客,19,6.44,0,9,75,79,362,2,452,0,,56%,第3轮,2 : 1,0,3,2,7,9
47,2019-01-19 23:00,10,,,3,客,23,6.67,0,10,70,78,232,0,320,0,,29%,第23轮,4 : 3,1,3,2,6,9
48,2019-03-02 23:00,12,,,3,客,17,6.94,1,11,66,69,278,1,359,0,,44%,第29轮,1 : 3,0,4,2,8,11
49,2019-01-31 03:45,14,,,1,客,23,6.66,0,17,72,72,300,0,389,0,,41%,第24轮,1 : 1,1,3,6,8,15
43,2018-09-15 22:00,6,,,1,客,13,6.94,0,10,79,56,311,1,378,0,,42%,第5轮,0 : 1,2,2,0,5,7
47,2019-02-24 01:30,7,,,4,客,15,7.22,0,6,73,52,244,0,302,1,,35%,第27轮,1 : 4,1,5,1,4,7
58,2019-04-21 23:00,8,,,3,客,27,7.11,0,10,68,54,197,1,262,0,,27%,第35轮,2 : 3,1,7,9,6,16
35,2019-04-04 02:45,9,,,0,客,17,6.43,0,5,76,69,309,0,383,0,,35%,第31轮,2 : 0,0,1,1,4,5
29,2018-12-08 23:00,8,,,2,客,19,6.53,0,16,79,51,424,0,491,0,,52%,第16轮,3 : 2,0,4,5,3,8
39,2018-10-02 03:00,6,,,1,客,19,6.4,0,16,84,61,478,0,555,0,,56%,第7轮,2 : 1,0,2,2,8,10
37,2019-01-03 03:45,14,,,2,客,19,7.16,0,21,80,52,432,0,505,1,,48%,第21轮,0 : 2,1,4,6,9,17
46,2018-12-22 23:00,6,,,3,客,23,6.96,0,2,56,63,152,0,217,1,,22%,第18轮,2 : 3,0,3,1,3,5
42,2019-05-05 00:30,16,,,3,客,16,7.08,0,13,75,59,392,1,465,0,,61%,第37轮,2 : 3,1,7,4,16,21
60,2019-04-06 22:00,5,,,1,客,16,6.93,0,15,76,48,351,0,414,1,,46%,第33轮,0 : 1,0,1,0,2,3
